,0
0,0.3350056579072658
1,0.49417277540690374
2,0.2773604812038715
3,-0.06788841171510368
4,-0.09685265355747669
5,-0.1921930925034619
6,0.16726003510017562
7,-0.20068281487245934
8,-0.26878897375653227
9,-0.15311269659409898
10,-0.06883335242899585
11,0.14109382010009652
12,0.1792497442130758
13,0.5845817468119878
14,0.28879048369044713
15,0.6825204023893936
16,0.09729248708048377
17,-0.2511824588936158
18,-0.05470734528964938
19,0.09847585398380629
20,0.15884528834791503
21,0.5176167296103297
22,0.9700422535260592
23,0.7064163043400513
24,0.22400160920666148
25,0.05102965940981585
26,0.4360889212891497
27,0.4191580649007376
28,-0.39018444766551047
29,-0.31969162746492413
30,-0.48566829625838853
31,0.09863272272241741
32,0.030446166818241915
33,0.9784969189427483
34,0.7388689517418618
35,0.5744508589658013
36,0.22068683704573802
37,0.5920488972562344
38,0.6683942115889395
39,0.39491176687279417
40,0.9361667600059153
41,0.8946778295168452
42,1.2489696206910244
43,1.3255917455506643
44,1.4475427026406005
45,1.7252857091324356
46,1.4915610904239038
47,2.1958872645935688
48,2.0369515567432543
49,2.9705195029708937
50,3.3084370734321844
51,3.3753235078769555
52,4.177180847244891
53,5.157912433339788
54,5.057951207250686
55,5.422350273012319
56,5.241030551461434
57,5.152863096918637
58,5.647284178331533
59,6.549563470233588
60,7.153291807321608
61,7.411237302495542
62,8.164280841126272
63,8.17393341784228
64,8.908906984201485
65,8.821736885199584
66,9.266365069739424
67,10.123699247817724
68,10.220645126023884
69,10.680989488914054
70,10.649854567575657
71,11.065779667708341
72,11.48563916515556
73,11.98598840611271
74,11.92729610064026
75,13.260192017061184
76,13.549866248210346
77,13.24331559859709
78,13.467166881087364
79,13.961221473516105
80,14.142466452081665
81,14.816282253749595
82,15.219547698337566
83,15.406880434646805
84,15.713543148704655
85,15.86401256869146
86,16.496829741787852
87,16.574654371198292
88,16.673169624707388
89,17.001549917894607
90,17.650007912595466
91,17.45336321255041
92,17.4188717110257
93,17.88892150760412
94,18.43283325222957
95,18.894811473078985
96,18.57676324782132
97,18.39882057362094
98,18.788524818599996
99,18.986356231354304
100,19.02638627898021
101,18.770832114973672
102,19.177387163577205
103,19.67324504549812
104,19.250339137695278
105,19.5061162509403
106,20.393438907251365
107,20.723735514246158
108,19.988293978833955
109,20.469134927424793
110,19.915407369111986
111,19.894209999528922
112,20.44153521210477
113,20.099431847378654
114,19.840998121589223
115,19.85251136035005
116,20.22475044356128
117,20.561473319359106
118,20.07947102402895
119,20.976527646510373
120,21.015288305510428
121,20.340793498070127
122,20.487916264669153
123,20.472524930788254
124,20.617011676921194
125,21.059248286390616
126,20.96790296239843
127,20.53145351399354
128,20.26014962030879
129,20.172157583627467
130,20.375334318887358
131,20.537122065125118
132,20.501931010411766
133,20.691460083292395
134,20.678840934223345
135,19.801796721979642
136,19.723157166925677
137,19.336492817463554
138,19.384619726308703
139,19.049031577174556
140,19.303434655769497
141,18.885805175356207
142,18.91890790351928
143,19.291850408245125
144,18.964293231355835
145,18.74152339169196
146,18.83996900464413
147,18.399565599982097
148,17.658953386623235
149,17.52533744045768
150,17.878001177522233
151,17.136373327155567
152,17.195297118628616
153,16.1555523166891
154,15.80139877465045
155,15.976336281777746
156,15.988102053174087
157,15.739682236553621
158,15.608516375280157
159,15.41366009451586
160,14.907141193591132
161,13.618664779694855
162,14.018439385172483
163,13.909250360661458
164,13.675419573929576
165,13.320559390614408
166,12.979129707444512
167,12.409296256116555
168,11.884035111238576
169,11.619914671602471
170,11.060128297442033
171,11.052363885626137
172,10.640794204615972
173,10.205400972649366
174,10.163241005122282
175,9.818902494748459
176,9.666303696748137
177,8.848557454827754
178,8.021144058819965
179,7.282709889071753
180,7.161808044889674
181,6.377123531690159
182,6.2122926465871195
183,5.420248774157644
184,4.769747610212419
185,4.619963916511103
186,4.936708629699742
187,4.917350617855296
188,4.4952861400682655
189,3.8026110719327373
190,3.7335530410632396
191,3.723899312579586
192,3.9485333133043587
193,3.4393397317333227
194,2.9772043425563015
195,2.962794519993907
196,2.636097405438236
197,2.313052478718971
198,2.551409153803078
199,2.334547192663162
200,2.201005205472469
201,2.4502362843760683
202,2.393829560221738
203,2.202643556530606
204,2.4683198868950136
205,2.1667540520115023
206,2.210010839467891
207,2.3658195776638
208,2.5274831858746754
209,2.571901439404391
210,2.7230039175038128
211,2.3341504354928726
212,2.2856249442730427
213,2.5037901881677347
214,2.624043699997045
215,2.3336465566265616
216,2.2676557145280216
217,1.9514691446608032
218,1.5678590595660358
219,1.958257158165926
220,2.049021906884295
221,2.108071457304494
222,2.5653697353351093
223,2.4747561180964617
224,1.7798369381988812
225,1.6860892521973414
226,1.2740858266703443
227,1.5715668810154162
228,1.6496815294037304
229,1.845692320203376
230,1.8478973651196893
231,1.677164556906579
232,1.544590373628774
233,1.21060765850497
234,1.8592528088976592
235,1.6012175638996609
236,1.8931404133655292
237,1.4655721958392025
238,1.6597641271589472
239,1.6552021484348296
240,1.6592861687618874
241,1.3779375035044095
242,1.973097705854556
243,1.8108166719880763
244,1.6123730623624621
245,1.56631966146657
246,1.2814138424761754
247,1.6546635707997022
248,1.3833477767297706
249,1.2484738288375468
250,1.268791642770104
251,1.676105481623157
252,1.6873562906394413
253,1.4011838000089958
254,1.671682133503747
255,1.5372669668643122
256,1.2998332474508416
257,0.7089885535986359
258,1.0398942514985035
259,1.5893409531431333
260,0.48002343200343
261,1.0680763321896836
262,0.7246776341968583
263,0.6118194912411222
264,0.7558157316265159
265,0.8166500120848273
266,0.7946864662871094
267,0.3653522942915158
268,0.2203274299427267
269,0.20617508580941396
270,0.8770796852997716
271,0.6745629413111017
272,0.916445884135679
273,0.7151691529083434
274,1.0231867826923258
275,0.6427595936909664
276,0.7650522671485043
277,1.6709456232126316
278,0.8043475648605425
279,0.685744407317253
280,0.4580911944928284
281,0.6372663378587103
282,0.812254256040582
283,0.4190830278691467
284,0.01898250768354609
285,1.1438059825334832
286,0.99046136650618
287,0.5244923410018737
288,0.565925392469734
289,0.7779728721911239
290,1.064820521546241
291,0.6093600388938346
292,1.2733833345520384
293,0.8360164202163533
294,0.19100923203128206
295,-0.01774010918012303
296,0.04746695590177907
297,-0.06856170533471401
298,-0.09613690402017527
299,0.17879319014417316
